70.1538548337	5003.71230897
86.1986167976	5396.32795539
87.2064968254	584.53465062
112.237015688	7789.88349818
113.239831615	882.494939084
114.248895602	764.574760765
115.243076638	1012.81523153
129.261794139	1946.66189584
130.248256733	614.173248683
136.215609672	221.44798074
140.221135909	373.080365976
141.261706956	371.287645979
142.253920839	234.906584306
155.236802098	3099.71061256
156.243481421	305.646186695
157.274578412	526.527536902
158.256692835	1642.14764553
171.242941847	8999.71168793
172.260616081	1290.73671148
175.275887595	5472.29348106
183.270487215	615.8402634
184.281436857	271.376828753
185.27488183	580.078921121
186.268903619	381.179416577
187.2442301	351.567681818
188.271774765	1852.60936535
197.278379227	387.690227334
198.286666964	353.227051801
208.266687337	338.889186749
209.249828145	336.770231256
210.262481548	315.285342196
211.296591726	485.637627522
212.285002813	1964.30800652
213.298417991	467.26206392
214.283478199	497.387240798
215.244872479	400.833655036
226.268135931	2138.96800175
227.303850233	728.935204922
228.274401752	1068.6138788
229.280936601	410.0141411
230.27485672	816.809956726
231.233894202	300.666660513
238.237655088	391.868480947
239.317238361	433.193004223
242.280675992	963.203379382
243.310570877	467.56386831
244.336698692	353.299985695
249.292960497	357.393914241
254.311073997	690.072503553
255.294049914	5891.02908999
256.312563124	1090.06998675
257.309856244	370.419011647
266.300707619	420.448933008
267.270841369	344.966881965
267.376713586	320.298954006
268.284425938	3266.43446711
269.313922792	1300.10227427
270.297055169	847.828514561
271.301384001	601.92230107
272.298296419	4863.00905116
283.302342407	733.251711784
284.305103669	1092.37513357
285.296444116	1122.18022551
286.27193373	389.932775951
287.313130142	687.464134185
294.304181896	432.749684159
295.259694741	451.544486922
299.287667855	850.035852164
300.270676126	7505.57991902
311.304958672	2983.45474139
312.314600832	6842.11744449
313.298373406	1773.22796721
317.2634494	615.478796921
329.33779544	3205.71514706
334.282047095	610.797488568
339.301653767	7431.77788925
340.312382637	1896.74923657
341.342853195	1732.20286413
356.331616892	978.412991167
357.3195625	945.404017307
368.352892132	1349.3694258
374.245993835	532.916832648
382.342207021	451.45233463
383.333746487	1208.26247417
396.33733854	5473.18598379
397.33180444	1443.42455832
413.382292262	492.773987564
414.352617956	591.345185717
424.377537878	516.898981139
437.377015675	560.572982529
447.321688437	2179.52370426
480.377284882	4137.85102523
495.348362775	574.437862933
496.413584165	487.091327088
497.406958567	3269.77391982
504.346318453	3887.15508906
509.378299604	543.29428656
510.389364065	1233.30063779
511.406612135	1424.76405581
537.379045725	1922.82092462
589.446908156	4143.48092534
607.428024562	838.919912135
617.382107669	1956.81016678
625.469689817	1780.205008
650.420319342	13253.9291419
667.46850801	5337.86269949
674.408474023	1334.80072856
759.462857302	805.643200233
763.538803265	1057.19984917
768.379813813	325.372242665
780.498816115	867.637852688
837.491404191	1493.02495343
984.533348559	3116.37325041
1162.34020124	900.708602954
1283.67654063	1097.24606124
1377.94833325	226.679156164
1384.19049542	203.167376591
1397.87869569	198.134612774
1398.83743621	257.402441151
1404.23726215	228.498651347
1406.51710876	209.08941179
1409.89117471	288.55796387
1416.59629053	261.889250258
